"price";"from";"to";"image";"company";"url";"departure_date"
348.0;" Belo Horizonte ";" Fortaleza ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/fortaleza-jericoacoara-ceara.jpg ";" Gol ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=31-07-2017&Destino=FOR&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CNF&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-07-31"
2558.0;" Cuiabá ";" Punta Cana ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/punta-cana-praia-bavaro-republica-dominicana.jpg ";" American  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=23-08-2017&Data=31-08-2017&Destino=PUJ&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=0&NumINF=0&Origem=CGB&Origem=PUJ&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-08-23"
2809.0;" Belo Horizonte ";" Fort Lauderdale ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/fort-lauderdale-florida-estados-unidos.jpg ";" American  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=27-05-2017&Data=02-06-2017&Destino=FLL&Destino=BHZ&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BHZ&Origem=FLL&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-05-27"
323.0;" Belo Horizonte ";" Florianópolis ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/florianopolis-praia-joaquina-santa-catarina.jpg ";" Azul ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=10-06-2017&Data=12-06-2017&Destino=FLN&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BHZ&Proximity=Florianopolis&ProximityId=250197&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-06-10"
3211.0;" Belo Horizonte ";" Firenze ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/florenca-duomo-santa-maria-del-fiore-italia.jpg ";" Alitalia ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=25-09-2017&Data=25-10-2017&Destino=FLR&Destino=BHZ&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=3&NumCHD=0&NumINF=0&Origem=BHZ&Origem=FLR&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-09-25"
3970.89;" Paraíba ";" Istanbul ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/istambul-mesquita-azul-turquia.jpg ";" Klm ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=17-10-2016&Data=28-10-2016&Destino=IST&Destino=JPA&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=JPA&Origem=IST&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2016-10-17"
3572.0;" Belo Horizonte ";" Dubai ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/dubai-burj-al-arab-emirados-arabes.jpg ";" Ethiopian ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=30-10-2017&Data=02-11-2017&Destino=DXB&Destino=BHZ&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=0&NumINF=0&Origem=BHZ&Origem=DXB&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-10-30"
3357.0;" Belo Horizonte ";" Dublin ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/dublin-irlanda.jpg ";" Turkish  ";" https://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=07/10/2017&Data=16/10/2017&Destino=DUB&Destino=CNF&ExecutiveFlight=false&Hora=&Hora=&NumADT=2&NumCHD=0&NumINF=0&Origem=CNF&Origem=DUB&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-10-07"
576.0;" Paraíba ";" Ilhéus ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/ilheus-barra-itaipe-bahia.jpg ";" Azul ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=19-06-2017&Destino=IOS&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=1&NumINF=0&Origem=JPA&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-06-19"
6005.0;" Belo Horizonte ";" Denpasar ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/bali-pura-ulun-danu-bratan-indonesia.jpg ";" Klm ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=03-10-2017&Data=18-10-2017&Destino=DPS&Destino=BHZ&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BHZ&Origem=DPS&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-10-03"
746.0;" Paraíba ";" Imperatriz ";" http://ofertas.submarinoviagens.com.br/Marketing/genericas/1200x628/generico_aviao1.jpg ";" Azul ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=01-05-2017&Data=1-1-1&Destino=IMP&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=1&NumINF=0&Origem=JPA&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-05-01"
3301.0;" Cuiabá ";" Paris ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/paris-arco-do-triunfo-franca.jpg ";" Air Europa ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=14-10-2017&Data=29-10-2017&Destino=PAR&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Origem=PAR&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-10-14"
3998.0;" Belo Horizonte ";" Edimburgo ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/edinburgh-escocia.jpg ";" Lufthansa ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=23-10-2017&Data=01-11-2017&Destino=EDI&Destino=BHZ&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=0&NumINF=0&Origem=BHZ&Origem=EDI&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-10-23"
462.0;" Paraíba ";" Foz do Iguaçu ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/foz-do-iguacu-cataratas-parana.jpg ";" Latam ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=04-06-2017&Destino=IGU&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=JPA&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-06-04"
3254.0;" Cuiabá ";" Porto ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/porto-portugal.jpg ";" Air Europa ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=02-10-2017&Data=23-10-2017&Destino=OPO&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Origem=OPO&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-10-02"
2812.0;" Cuiabá ";" Johannesburgo ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/joanesburgo-africa-do-sul.jpg ";" Latam ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=10-09-2017&Data=20-09-2017&Destino=JNB&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Origem=JNB&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-09-10"
792.0;" Cuiabá ";" Paraíba ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/joao-pessoa-praia-de-tambau-paraiba.jpg ";" Gol ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=06-05-2017&Destino=JPA&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-05-06"
412.0;" Paraíba ";" Joinville ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/joinville-portal-santa-catarina.jpg ";" Latam ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=02-10-2017&Data=02-10-2017&Destino=JOI&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=0&NumINF=0&Origem=JPA&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-10-02"
274.0;" Cuiabá ";" Joinville ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/joinville-portal-santa-catarina.jpg ";" Latam ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=23-08-2017&Destino=JOI&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-08-23"
464.0;" Cuiabá ";" Juazeiro do Norte ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/juazeiro-do-norte-estatua-padre-cicero-ceara.jpg ";" Avianca ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=31-05-2017&Data=1-1-1&Destino=JDO&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-05-31"
662.0;" Cuiabá ";" Ilhéus ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/ilheus-barra-itaipe-bahia.jpg ";" Avianca ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=17-07-2017&Data=28-07-2017&Destino=IOS&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=3&NumCHD=0&NumINF=0&Origem=CGB&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-07-17"
911.0;" Cuiabá ";" Imperatriz ";" http://ofertas.submarinoviagens.com.br/Marketing/genericas/1200x628/generico_aviao1.jpg ";" Latam ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=09-07-2017&Data=11-07-2017&Destino=IMP&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-07-09"
441.0;" Campina Grande ";" Navegantes ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/navegantes-santa-catarina.jpg ";" Gol ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=31-05-2017&Destino=NVT&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CPV&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=true&searchtype=Air ";"2017-05-31"
4742.0;" Cuiabá ";" Houston ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/houston-estados-unidos.jpg ";" Copa  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=15-12-2017&Data=07-01-2018&Destino=IAH&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Origem=IAH&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-12-15"
332.0;" Cuiabá ";" Foz do Iguaçu ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/foz-do-iguacu-cataratas-parana.jpg ";" Azul ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=05-06-2017&Data=1-1-1&Destino=IGU&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-06-05"
433.0;" Campina Grande ";" Rio de Janeiro ";" http://ofertas.submarinoviagens.com.br/Marketing/genericas/1200x628/generico_aviao1.jpg ";" Gol ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=18-07-2017&Destino=RIO&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=4&NumCHD=1&NumINF=0&Origem=CPV&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-07-18"
3850.0;" Cuiabá ";" Londres ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/londres-big-ben-inglaterra.jpg ";" Tap ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=08-11-2017&Data=15-11-2017&Destino=LON&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=0&NumINF=0&Origem=CGB&Origem=LON&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-11-08"
193.0;" Campina Grande ";" Recife ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/recife-praia-boa-viagem-pernambuco.jpg ";" Azul ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=23-08-2017&Data=07-09-2017&Destino=REC&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=6&NumCHD=0&NumINF=0&Origem=CPV&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-08-23"
2593.0;" Belo Horizonte ";" Amsterdam ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/amsterdam-canal-com-barcos-holanda.jpg ";" Alitalia ";" https://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=10/11/2017&Data=25/11/2017&Destino=AMS&Destino=CNF&ExecutiveFlight=false&Hora=&Hora=&NumADT=1&NumCHD=0&NumINF=0&Origem=CNF&Origem=AMS&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-11-10"
413.0;" Belo Horizonte ";" Aracaju ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/aracaju-praia-sergipe.jpg ";" Azul ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=12-06-2017&Data=10-09-2017&Destino=AJU&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=0&NumINF=0&Origem=BHZ&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-06-12"
3833.0;" Belo Horizonte ";" Auckland ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/auckland-vela-nova-zelandia.jpg ";" LAN ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=24-08-2017&Data=07-09-2017&Destino=AKL&Destino=BHZ&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BHZ&Origem=AKL&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-08-24"
2634.0;" Paraíba ";" Orlando ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/orlando-seaworld-manta-estados-unidos.jpg ";" Azul ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=21-08-2017&Data=31-08-2017&Destino=MCO&Destino=JPA&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=1&NumINF=0&Origem=JPA&Origem=MCO&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-08-21"
419.9;" Paraíba ";" Macapá ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/macapa-amapa.jpg ";" Azul ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=12-02-2017&Destino=MCP&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=JPA&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-02-12"
511.78;" Paraíba ";" Manaus ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/manaus-teatro-amazonas.jpg ";" Azul ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=20-06-2017&Data=20-06-2017&Destino=MAO&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=JPA&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-06-20"
3243.0;" Paraíba ";" Madri ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/madri-museu-do-prado-espanha.jpg ";" Air Europa ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=16-11-2017&Data=25-11-2017&Destino=MAD&Destino=JPA&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=JPA&Origem=MAD&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-11-16"
3488.0;" Belo Horizonte ";" Atenas ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/atenas-acropole-partenon-grecia.jpg ";" American  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=18-09-2017&Data=29-09-2017&Destino=ATH&Destino=BHZ&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BHZ&Origem=ATH&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-09-18"
4212.0;" Belo Horizonte ";" Atlanta ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/atlanta-parque-piedmont-estados-unidos.jpg ";" Air Canada ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=02-11-2017&Data=26-11-2017&Destino=ATL&Destino=BHZ&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=0&NumINF=0&Origem=BHZ&Origem=ATL&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-11-02"
2481.0;" Belo Horizonte ";" Oranjestad ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/aruba-praia-paradisiaca.jpg ";" American  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=06-05-2017&Data=19-05-2017&Destino=AUA&Destino=CNF&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CNF&Origem=AUA&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-05-06"
4825.0;" Belo Horizonte ";" Abu Dhabi ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/abu-dhabi-distrito-jumeirah-emirados-arabes.jpg ";" Klm ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=12-02-2018&Data=21-02-2018&Destino=AUH&Destino=BHZ&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BHZ&Origem=AUH&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2018-02-12"
1026.0;" Belo Horizonte ";" Asunción ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/assuncao-paraguai.jpg ";" Latam ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=15-05-2017&Data=09-06-2017&Destino=ASU&Destino=BHZ&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BHZ&Origem=ASU&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-05-15"
3329.0;" Cuiabá ";" Las Vegas ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/las-vegas-estados-unidos.jpg ";" Copa  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=09-02-2018&Data=14-02-2018&Destino=LAS&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=0&NumINF=0&Origem=CGB&Origem=LAS&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2018-02-09"
3710.0;" Paraíba ";" Lisboa ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/lisboa-torre-de-belem-portugal.jpg ";" Air Europa ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=08-11-2017&Data=16-11-2017&Destino=LIS&Destino=JPA&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=JPA&Origem=LIS&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-11-08"
3012.0;" Belo Horizonte ";" Barcelona ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/barcelona-parque-guell-espanha.jpg ";" Air Europa ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=26-02-2018&Data=08-03-2018&Destino=BCN&Destino=CNF&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CNF&Origem=BCN&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&s_cid=viajandobaratopelomundo_listagem_passagens-aereas&searchtype=Air ";"2018-02-26"
1716.0;" Paraíba ";" Lima ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/lima-miraflores-peru.jpg ";" LAN ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=12-09-2017&Data=28-09-2017&Destino=LIM&Destino=JPA&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=JPA&Origem=LIM&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-09-12"
2723.0;" Paraíba ";" Los Angeles ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/los-angeles-hollywood-estados-unidos.jpg ";" Copa  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=05-08-2017&Data=16-08-2017&Destino=LAX&Destino=JPA&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=JPA&Origem=LAX&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-08-05"
3580.0;" Paraíba ";" Las Vegas ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/las-vegas-estados-unidos.jpg ";" Aeroméxico ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=21-05-2017&Data=24-05-2017&Destino=LAS&Destino=JPA&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=0&NumINF=0&Origem=JPA&Origem=LAS&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-05-21"
1913.0;" Cuiabá ";" Los Angeles ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/los-angeles-hollywood-estados-unidos.jpg ";" Avianca ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=12-09-2017&Data=23-09-2017&Destino=LAX&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Origem=LAX&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&s_cid=passagensimperdiveis_link_independente_cgb_lax&searchtype=Air ";"2017-09-12"
2103.0;" Paraíba ";" La Paz ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/la-paz-estrada-da-morte-bolivia.jpg ";" LAN ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=19-08-2017&Data=27-08-2017&Destino=LPB&Destino=JPA&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=JPA&Origem=LPB&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-08-19"
3723.0;" Belo Horizonte ";" Pequim ";" http://ofertas.submarinoviagens.com.br/Marketing/genericas/1200x628/generico_aviao1.jpg ";" Ethiopian ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=25-05-2017&Data=15-06-2017&Destino=BJS&Destino=CNF&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CNF&Origem=BJS&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-05-25"
3405.0;" Cuiabá ";" Lisboa ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/lisboa-torre-de-belem-portugal.jpg ";" Turkish  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=29-10-2017&Data=14-11-2017&Destino=LIS&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Origem=LIS&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-10-29"
4758.0;" Belo Horizonte ";" Bangkok ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/bangcoc-grande-palacio-tailandia.jpg ";" Turkish  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=03-12-2017&Data=15-12-2017&Destino=BKK&Destino=CNF&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CNF&Origem=BKK&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-12-03"
1560.0;" Cuiabá ";" Lima ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/lima-miraflores-peru.jpg ";" LAN ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=18-07-2017&Data=25-08-2017&Destino=LIM&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Origem=LIM&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-07-18"
4371.0;" Paraíba ";" Londres ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/londres_parlamento-big-ben-inglaterra.jpg ";" Gol ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=11-08-2017&Data=03-09-2017&Destino=LHR&Destino=JPA&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=JPA&Origem=LHR&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-08-11"
3677.0;" Belo Horizonte ";" Bridgetown ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/bridgetown-barbados.jpg ";" Avianca ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=02-08-2017&Data=09-08-2017&Destino=BGI&Destino=BHZ&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BHZ&Origem=BGI&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-08-02"
